[Message:   BepInEx] BepInEx 5.4.21.0 - EvolutionOfJiangHu (15/02/2023 00:02:54)
[Info   :   Console] Found a match ! Type = SortManager + Method = System.Void SortManager::StartSort() + op.ToString() = Blade
[Info   :   Console] Op = 剑法
[Info   :   Console] Found a match ! Type = SortManager + Method = System.Void SortManager::StartSort() + op.ToString() = Sword
[Info   :   Console] Op = 参悟
[Info   :   Console] Found a match ! Type = SortManager + Method = System.Void SortManager::StartSort() + op.ToString() = Comprehension
[Info   :   Console] Op = 贡献
[Info   :   Console] Found a match ! Type = SortManager + Method = System.Void SortManager::StartSort() + op.ToString() = contribute
[Info   :   Console] Op = 体力
[Info   :   Console] Found a match ! Type = SortManager + Method = System.Void SortManager::StartSort() + op.ToString() = Vigor
[Info   :   Console] Op = 称号
[Info   :   Console] Found a match ! Type = SortManager + Method = System.Void SortManager::StartSort() + op.ToString() = title
[Info   :   Console] Type found : SoundEffectManager
[Info   :   Console] Type found : StartGuochang
[Info   :   Console] Type found : Synthetic
[Info   :   Console] Type found : Tasks
[Info   :   Console] Type found : TasksManager
[Info   :   Console] Op = Jsons/Tasks
[Info   :   Console] Op = id
[Info   :   Console] Op = TaskTime
[Info   :   Console] Op = roleNum
[Info   :   Console] Op = name
[Info   :   Console] Op = taskType
[Info   :   Console] Op = requirements_0
[Info   :   Console] Op = requirements_1
[Info   :   Console] Op = remuneration
[Info   :   Console] Op = Intelligence
[Info   :   Console] Op = Description_Perfect
[Info   :   Console] Op = Description_Good
[Info   :   Console] Op = Description_Bad
[Info   :   Console] Op = Description_Fiasco
[Info   :   Console] Op = NextID
[Info   :   Console] Op = Jsons/CampTasks
[Info   :   Console] Op = ID
[Info   :   Console] Op = TaskTime
[Info   :   Console] Op = TaskName
[Info   :   Console] Op = TaskDetails
[Info   :   Console] Op = Difficulty
[Info   :   Console] Op = Reception
[Info   :   Console] Op = RemunerationNum
[Info   :   Console] Op = RelationshipUp
[Info   :   Console] Op = RemunerationType
[Info   :   Console] Type found : TextShow
[Info   :   Console] Type found : TipsManager
[Info   :   Console] Op = 
[Info   :   Console] Op = 
[Info   :   Console] Op = PassGame
[Info   :   Console] Type found : TrainManager
[Info   :   Console] Op = 贡献(50/--)
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::Update() + op.ToString() = Contribution (50/--)
[Info   :   Console] Op = 贡献(100/--)
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::Update() + op.ToString() = Contribution (100/--)
[Info   :   Console] Op = 贡献(300/--)
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::Update() + op.ToString() = Contribution (300/--)
[Info   :   Console] Op = 贡献(100/--)
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::Update() + op.ToString() = Contribution (100/--)
[Info   :   Console] Op = 贡献(50/
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::Update() + op.ToString() = Contribution (50/
[Info   :   Console] Op = )
[Info   :   Console] Op = 贡献(100/
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::Update() + op.ToString() = Contribution (100/
[Info   :   Console] Op = )
[Info   :   Console] Op = 贡献(300/
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::Update() + op.ToString() = Contribution (300/
[Info   :   Console] Op = )
[Info   :   Console] Op = 贡献(100/
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::Update() + op.ToString() = Contribution (100/
[Info   :   Console] Op = )
[Info   :   Console] Op = 请选择培养弟子
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::OpenGongfa() + op.ToString() = Please choose to train disciples
[Info   :   Console] Op = 弟子贡献值不足
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::OpenGongfa() + op.ToString() = Insufficient disciple contribution value
[Info   :   Console] Op = 武技
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::CloseGongfa() + op.ToString() = Martial Skills
[Info   :   Console] Op = 请选择培养弟子
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_gd() + op.ToString() = Please choose to train disciples
[Info   :   Console] Op = 弟子贡献值不足
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_gd() + op.ToString() = Insufficient disciple contribution value
[Info   :   Console] Op = 确认要对该弟子开始醍醐灌顶吗？\n耗时<color=red>三个月</color>弟子<color=red>属性</color>获得提升
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_gd() + op.ToString() = Are you sure you want to start a wake-up call to the disciple? \n It takes <color=red> three months </color> disciples <color=red> attributes </color> to get promoted
[Info   :   Console] Op = 开始对弟子<color=#6486FF>
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_gd() + op.ToString() = Start to the disciple <color=#6486FF>
[Info   :   Console] Op = </color>,进行<color=#D16EFF>醍醐灌顶</color>。
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_gd() + op.ToString() = </color>, proceed to <color=#D16EFF> to wake up </color>.
[Info   :   Console] Op = 
[Info   :   Console] Op = 掌门开始对该弟子进行灌顶
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_gd() + op.ToString() = The Leader began to perform initiations on the disciple
[Info   :   Console] Op = 武技
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_gd() + op.ToString() = Martial Skills
[Info   :   Console] Op = 请选择培养弟子
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_yj() + op.ToString() = Please choose to train disciples
[Info   :   Console] Op = 弟子贡献值不足
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_yj() + op.ToString() = Insufficient disciple contribution value
[Info   :   Console] Op = 确认要对该弟子开始易经洗髓吗？\n耗时<color=red>三个月(资质不会超过掌门)</color>
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_yj() + op.ToString() = Are you sure that you want to start the I Ching cleansing for this disciple? \n It takes <color=red>three months (the aptitude will not exceed The Leader's one)</color>
[Info   :   Console] Op = 开始对弟子<color=#6486FF>
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_yj() + op.ToString() = Start to the disciple <color=#6486FF>
[Info   :   Console] Op = </color>,进行<color=#D16EFF>易经洗髓</color>。
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_yj() + op.ToString() = </color>, perform <color=#D16EFF> I CHING cleansing </color>.
[Info   :   Console] Op = 
[Info   :   Console] Op = 掌门开始对该弟子进行易经洗髓
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_yj() + op.ToString() = The Leader began to wash the marrow of the I Ching for the disciple
[Info   :   Console] Op = 武技
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_yj() + op.ToString() = Martial Skills
[Info   :   Console] Op = 请选择培养弟子
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_sy() + op.ToString() = Please choose to train disciples
[Info   :   Console] Op = 弟子贡献值不足
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_sy() + op.ToString() = Insufficient disciple contribution value
[Info   :   Console] Op = 确认要对该弟子开始授业解惑吗？\n耗时<color=red>三个月</color>弟子当前装备功法<color=red>获得提升并突破概率翻倍</color>
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_sy() + op.ToString() = Are you sure that you want to start teaching to the disciple to solve your doubts? \n It takes <color=red>three months </color> the disciple's current equipment skills <color=red> are improved and the probability of breaking through is doubled </color>
[Info   :   Console] Op = 该弟子当前未装备任何功法
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::ClickstartTrain_sy() + op.ToString() = This disciple is not currently equipped with any Skillsets
[Info   :   Console] Op = 开始对弟子<color=#6486FF>
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_sy() + op.ToString() = Start to the disciple <color=#6486FF>
[Info   :   Console] Op = </color>,单独进行<color=#D16EFF>授业解惑</color>。
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_sy() + op.ToString() = </color>, do <color=#D16EFF> separately to teach and solve puzzles</color>.
[Info   :   Console] Op = 
[Info   :   Console] Op = 掌门开始单独对该弟子进行解惑
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_sy() + op.ToString() = The Leader began to solve the doubts of the disciple alone
[Info   :   Console] Op = 武技
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::startTrain_sy() + op.ToString() = Martial Skills
[Info   :   Console] Op = options_d
[Info   :   Console] Op = options_u
[Info   :   Console] Op = 武技
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_d() + op.ToString() = Martial Skills
[Info   :   Console] Op = 内功
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_d() + op.ToString() = Internal Arts
[Info   :   Console] Op = 外功
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_d() + op.ToString() = External Arts
[Info   :   Console] Op = 身法
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_d() + op.ToString() = Movement Skill
[Info   :   Console] Op = 内功
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_d() + op.ToString() = Internal Arts
[Info   :   Console] Op = 外功
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_d() + op.ToString() = External Arts
[Info   :   Console] Op = 身法
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_d() + op.ToString() = Movement Skill
[Info   :   Console] Op = 武技
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_d() + op.ToString() = Martial Skills
[Info   :   Console] Op = 武技
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_u() + op.ToString() = Martial Skills
[Info   :   Console] Op = 内功
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_u() + op.ToString() = Internal Arts
[Info   :   Console] Op = 外功
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_u() + op.ToString() = External Arts
[Info   :   Console] Op = 身法
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_u() + op.ToString() = Movement Skill
[Info   :   Console] Op = 身法
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_u() + op.ToString() = Movement Skill
[Info   :   Console] Op = 武技
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_u() + op.ToString() = Martial Skills
[Info   :   Console] Op = 内功
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_u() + op.ToString() = Internal Arts
[Info   :   Console] Op = 外功
[Info   :   Console] Found a match ! Type = TrainManager + Method = System.Void TrainManager::options_u() + op.ToString() = External Arts
[Info   :   Console] Type found : TributeManager
[Info   :   Console] Op = 0
[Info   :   Console] Op = 0
[Info   :   Console] Op = 0
[Info   :   Console] Op = 0
[Info   :   Console] Op = 0
[Info   :   Console] Op = 未进献任何物质
[Info   :   Console] Found a match ! Type = TributeManager + Method = System.Void TributeManager::Giving_agree() + op.ToString() = Did not contribute any material
[Info   :   Console] Op = 与
[Info   :   Console] Found a match ! Type = TributeManager + Method = System.Void TributeManager::Giving_agree() + op.ToString() = Relationship with
[Info   :   Console] Op = 的<color=#00FF07>关系提升了(+
[Info   :   Console] Found a match ! Type = TributeManager + Method = System.Void TributeManager::Giving_agree() + op.ToString() = <color=#00FF07> relationship improved (+
[Info   :   Console] Op = )</color>
[Info   :   Console] Op = 与
[Info   :   Console] Found a match ! Type = TributeManager + Method = System.Void TributeManager::Giving_agree() + op.ToString() = Relationship with
[Info   :   Console] Op = 的<color=#00FF07>关系提升了(+
[Info   :   Console] Found a match ! Type = TributeManager + Method = System.Void TributeManager::Giving_agree() + op.ToString() = <color=#00FF07> relationship improved (+
[Info   :   Console] Op = )</color>
[Info   :   Console] Type found : WaiGong
[Info   :   Console] Op = 
[Info   :   Console] Op = 一重
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = First
[Info   :   Console] Op = 二重
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = Second
[Info   :   Console] Op = 三重
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = Third
[Info   :   Console] Op = 四重
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = Fourth
[Info   :   Console] Op = 五重
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = Fifth
[Info   :   Console] Op = 六重
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = Sixth
[Info   :   Console] Op = 七重
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = Seventh
[Info   :   Console] Op = 八重
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = Eighth
[Info   :   Console] Op = 九重
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = Ninth
[Info   :   Console] Op = <color=#FFFFFF>
[Info   :   Console] Op = <color=#D3D938>
[Info   :   Console] Op = <color=#38D946>
[Info   :   Console] Op = <color=#63F0FF>
[Info   :   Console] Op = <color=#FF4840>
[Info   :   Console] Op = <color=#FFB243>
[Info   :   Console] Op = 
[Info   :   Console] Op = 『
[Info   :   Console] Op = ·
[Info   :   Console] Op = ·
[Info   :   Console] Op = ·
[Info   :   Console] Op = 』
[Info   :   Console] Op = 『
[Info   :   Console] Op = ·
[Info   :   Console] Op = ·
[Info   :   Console] Op = 』
[Info   :   Console] Op = 『
[Info   :   Console] Op = ·
[Info   :   Console] Op = 』
[Info   :   Console] Op = 『
[Info   :   Console] Op = 』
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{12}:增伤{14}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{12}:Injury Increase{14}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{12}:增伤{14}\n\t{13}:增伤{15}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{12}:Injury Increase{14}\n\t{13}:Injury Increase{15}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{8}:+{10}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{8}:+{10}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{8}:+{10}\n\t{12}:增伤{14}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{8}:+{10}\n\t{12}:Injury Increase{14}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{8}:+{10}\n\t{12}:增伤{14}\n\t{13}:增伤{15}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{8}:+{10}\n\t{12}:Injury Increase{14}\n\t{13}:Injury Increase{15}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{8}:+{10}\n\t{9}:+{11}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{8}:+{10}\n\t{9}:+{11}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{8}:+{10}\n\t{9}:+{11}\n\t{12}:增伤{14}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{8}:+{10}\n\t{9}:+{11}\n\t{12}:Injury Increase{14}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{8}:+{10}\n\t{9}:+{11}\n\t{12}:增伤{14}\n\t{13}:增伤{15}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{8}:+{10}\n\t{9}:+{11}\n\t{12}:Injury Increase{14}\n\t{13}:Injury Increase{15}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{5}成长:+{7}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{5}Growth:+{7}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{5}成长:+{7}\n\t{12}:增伤{14}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
[Info   :   Console] Found a match ! Type = WaiGong + Method = System.String WaiGong::GetToolTipText() + op.ToString() = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【Overview】</color>\n\tType:{1}\n\tGrade:{19}{2}</color>\n\tProgression:{3}\n <color=#C37AFF>【Attributes】</color>\n\t{4}Growth:+{6}\n\t{5}Growth:+{7}\n\t{12}:Injury Increase{14}\n\tCharacteristics：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tPrice：{18}
[Info   :   Console] Op = </color>
[Info   :   Console] Op = f2
[Info   :   Console] Op = f2
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = f1
[Info   :   Console] Op = %
[Info   :   Console] Op = \t\t\t\t\t\t\t{0}\n\n <color=#C37AFF>【功法简介】</color>\n\t类型:{1}\n\t品级:{19}{2}</color>\n\t深度:{3}\n <color=#C37AFF>【功法属性】</color>\n\t{4}成长:+{6}\n\t{5}成长:+{7}\n\t{12}:增伤{14}\n\t{13}:增伤{15}\n\t特性：<color=#74FFC4>{17}</color>\n\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t价：{18}
